Unnamed: 0,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
101,Gordon Hayward,CHA,33,50,20,30,31.5,14.7,5.5,11.6,47.5,1.0,3.2,32.5,2.6,3.2,81.1,0.7,3.6,4.3,4.1,2.0,0.8,0.2,1.4,27.3,2.0,0.0,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Trey Murphy III,NOP,23,79,39,40,31.0,14.5,4.9,10.1,48.4,2.6,6.3,40.6,2.2,2.4,90.5,0.7,2.8,3.6,1.4,0.8,1.1,0.5,2.0,25.2,1.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Tim Hardaway Jr.,DAL,31,71,37,34,30.3,14.4,4.8,11.9,40.1,3.0,7.7,38.5,1.8,2.3,77.0,0.3,3.2,3.5,1.8,0.8,0.7,0.2,1.7,23.1,0.0,0.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Dillon Brooks,MEM,27,73,46,27,30.3,14.3,5.4,13.6,39.6,2.0,6.0,32.6,1.6,2.1,77.9,0.6,2.7,3.3,2.6,1.4,0.9,0.2,3.3,24.1,0.0,0.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Collin Sexton,UTA,24,48,24,24,23.9,14.3,4.9,9.8,50.6,1.0,2.5,39.3,3.4,4.1,81.9,0.8,1.4,2.2,2.9,1.8,0.6,0.1,2.3,21.5,1.0,0.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Jarrett Allen,CLE,25,68,44,24,32.6,14.3,5.9,9.2,64.4,0.0,0.1,10.0,2.4,3.3,73.3,3.3,6.5,9.8,1.7,1.4,0.8,1.2,2.3,33.2,32.0,0.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Jonas Valanciunas,NOP,31,79,40,39,24.9,14.1,5.6,10.3,54.7,0.5,1.4,34.9,2.3,2.8,82.6,2.8,7.3,10.2,1.8,2.0,0.3,0.7,3.1,29.7,43.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Bobby Portis,MIL,28,70,47,23,26.0,14.1,5.7,11.5,49.6,1.4,3.7,37.0,1.4,1.8,76.8,2.2,7.4,9.6,1.5,1.2,0.4,0.2,1.6,28.6,38.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Jalen Williams,OKC,22,75,36,39,30.3,14.1,5.5,10.6,52.1,1.0,2.7,35.6,2.1,2.5,81.2,1.1,3.4,4.5,3.3,1.6,1.4,0.5,2.5,28.3,3.0,0.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Bogdan Bogdanovic,ATL,30,54,27,27,27.9,14.0,5.1,11.3,44.7,2.7,6.7,40.6,1.2,1.4,83.1,0.4,2.6,3.1,2.8,1.2,0.8,0.3,1.6,24.0,0.0,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Markelle Fultz,ORL,25,60,29,31,29.6,14.0,5.8,11.3,51.4,0.5,1.5,31.0,1.9,2.4,78.3,1.2,2.8,3.9,5.7,2.3,1.5,0.4,2.2,30.5,3.0,0.0,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Chris Paul,PHX,38,59,33,26,32.0,13.9,5.0,11.3,44.0,1.7,4.4,37.5,2.3,2.7,83.1,0.5,3.8,4.3,8.9,1.9,1.5,0.4,2.1,36.1,17.0,0.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Saddiq Bey,ATL,24,77,24,53,27.6,13.8,4.6,10.9,42.2,2.0,5.4,36.1,2.7,3.1,86.1,1.3,3.4,4.7,1.5,0.9,0.9,0.2,1.6,24.0,4.0,0.0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Luguentz Dort,OKC,24,74,36,38,30.7,13.7,4.6,11.8,38.8,1.8,5.5,33.0,2.7,3.5,77.2,1.7,2.9,4.6,2.1,1.2,1.0,0.3,3.3,25.1,5.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Malik Monk,SAC,25,77,47,30,22.3,13.5,4.6,10.3,44.8,1.9,5.2,35.9,2.4,2.7,88.9,0.4,2.2,2.6,3.9,1.9,0.6,0.3,1.6,23.3,0.0,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Rudy Gobert,MIN,31,70,34,36,30.7,13.4,5.1,7.8,65.9,0.0,0.0,0.0,3.1,4.9,64.4,3.3,8.3,11.6,1.2,1.7,0.8,1.4,3.0,34.0,35.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Jusuf Nurkic,POR,28,52,24,28,26.8,13.3,5.0,9.7,51.9,0.8,2.3,36.1,2.4,3.7,66.1,2.2,6.9,9.1,2.9,2.3,0.8,0.8,3.6,31.2,18.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Kris Dunn,UTA,29,22,8,14,25.8,13.2,5.3,9.8,53.7,0.8,1.6,47.2,1.9,2.4,77.4,0.4,4.1,4.5,5.6,1.6,1.1,0.5,2.6,30.3,3.0,0.0,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
119,John Collins,ATL,25,71,37,34,30.0,13.1,5.1,10.0,50.8,1.0,3.4,29.2,2.0,2.5,80.3,1.1,5.4,6.5,1.2,1.1,0.6,1.0,3.1,26.5,11.0,0.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Cole Anthony,ORL,23,60,28,32,25.9,13.0,4.6,10.2,45.4,1.3,3.4,36.4,2.5,2.8,89.4,0.8,4.0,4.8,3.9,1.5,0.6,0.5,2.6,26.5,1.0,0.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Austin Reaves,LAL,25,64,35,29,28.8,13.0,4.0,7.7,52.9,1.3,3.4,39.8,3.6,4.1,86.4,0.5,2.5,3.0,3.4,1.5,0.5,0.3,1.7,22.6,1.0,0.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Tre Jones,SAS,23,68,20,48,29.2,12.9,5.0,10.9,45.9,0.7,2.3,28.5,2.2,2.5,86.0,0.8,2.8,3.6,6.6,1.6,1.3,0.1,1.4,29.8,6.0,2.0,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Jabari Smith Jr.,HOU,20,79,21,58,31.0,12.8,4.6,11.3,40.8,1.5,4.9,30.7,2.1,2.6,78.6,1.5,5.7,7.2,1.3,1.3,0.5,0.9,2.9,26.5,16.0,0.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Alec Burks,DET,31,51,12,39,22.0,12.8,3.9,9.0,43.6,1.9,4.7,41.4,3.0,3.7,81.4,0.4,2.7,3.1,2.2,1.1,0.7,0.2,1.9,21.4,0.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Kenyon Martin Jr.,HOU,22,82,22,60,28.0,12.7,5.0,8.8,56.9,0.8,2.6,31.5,1.8,2.7,68.0,1.5,4.0,5.5,1.5,1.1,0.5,0.4,1.8,23.0,5.0,0.0,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Malik Beasley,LAL,26,81,45,36,25.8,12.7,4.6,11.6,39.5,2.9,8.1,35.7,0.6,0.8,76.9,0.4,3.1,3.5,1.5,1.1,0.8,0.1,1.3,20.8,1.0,0.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Nic Claxton,BKN,24,76,41,35,29.9,12.6,5.4,7.7,70.5,0.0,0.0,0.0,1.8,3.2,54.1,2.4,6.8,9.2,1.9,1.3,0.9,2.5,2.8,35.3,28.0,0.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Dennis Schroder,LAL,29,66,37,29,30.1,12.6,4.1,9.8,41.5,1.1,3.4,32.9,3.3,3.8,85.7,0.3,2.2,2.5,4.5,1.7,0.8,0.2,2.2,23.4,2.0,0.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Mac McClung,PHI,24,2,2,0,20.5,12.5,4.5,10.0,45.0,2.0,5.5,36.4,1.5,2.5,60.0,1.5,3.5,5.0,4.5,1.5,0.0,0.0,1.5,23.8,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Jakob Poeltl,TOR,27,72,26,46,26.5,12.5,5.4,8.6,62.9,0.0,0.0,0.0,1.7,2.8,59.2,3.3,5.8,9.1,2.7,1.7,0.9,1.2,2.7,32.0,19.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Kelly Olynyk,UTA,32,68,28,40,28.6,12.5,4.1,8.2,49.9,1.4,3.5,39.4,2.9,3.4,85.3,1.2,5.0,6.2,3.7,2.5,0.9,0.5,3.4,27.2,9.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Eric Gordon,LAC,34,69,25,44,28.5,12.4,4.2,9.5,44.6,1.9,5.2,37.1,2.1,2.5,82.1,0.2,1.7,1.9,2.7,1.5,0.6,0.4,1.1,20.2,0.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Derrick White,BOS,28,82,57,25,28.3,12.4,4.3,9.2,46.2,1.8,4.8,38.1,2.0,2.3,87.5,0.6,2.9,3.6,3.9,1.2,0.7,0.9,2.2,26.2,7.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Keegan Murray,SAC,22,80,47,33,29.8,12.2,4.4,9.8,45.3,2.6,6.3,41.1,0.8,1.0,76.5,1.1,3.5,4.6,1.2,0.8,0.8,0.5,2.0,22.7,4.0,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Caris LeVert,CLE,28,74,45,29,30.2,12.1,4.3,10.0,43.1,1.7,4.4,39.2,1.8,2.4,72.2,0.7,3.1,3.8,3.9,1.6,1.0,0.3,2.3,24.8,1.0,0.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Jaden McDaniels,MIN,22,79,41,38,30.6,12.1,4.7,9.1,51.7,1.4,3.4,39.8,1.3,1.8,73.6,1.2,2.7,3.9,1.9,1.4,0.9,1.0,3.4,23.8,0.0,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Marvin Bagley III,DET,24,42,7,35,23.6,12.0,4.8,9.1,52.9,0.5,1.6,28.8,1.9,2.6,75.0,2.2,4.2,6.4,0.9,1.1,0.5,0.7,1.9,23.4,8.0,0.0,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Clint Capela,ATL,29,65,35,30,26.6,12.0,5.4,8.2,65.3,0.0,0.0,0.0,1.2,2.0,60.3,4.0,7.1,11.0,0.9,0.8,0.7,1.2,2.1,31.5,35.0,0.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Mike Conley,MIN,35,67,34,33,30.3,11.9,3.9,9.1,42.8,2.0,5.2,38.5,2.1,2.5,83.4,0.5,2.2,2.7,6.7,1.5,1.1,0.2,2.1,27.6,6.0,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Bones Hyland,LAC,22,56,36,20,19.4,11.8,4.1,10.2,39.9,2.1,5.6,37.1,1.5,1.8,84.3,0.4,2.1,2.4,3.1,1.5,0.7,0.3,1.7,20.7,1.0,0.0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Lonnie Walker IV,LAL,24,56,27,29,23.2,11.7,4.2,9.4,44.8,1.6,4.4,36.5,1.6,1.9,85.8,0.3,1.7,1.9,1.1,0.8,0.5,0.3,1.3,17.4,0.0,0.0,-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Zach Collins,SAS,25,63,20,43,22.9,11.6,4.5,8.7,51.8,0.9,2.3,37.4,1.7,2.3,76.1,1.8,4.5,6.4,2.9,2.0,0.6,0.8,3.2,25.6,9.0,0.0,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Bruce Brown,DEN,26,80,53,27,28.5,11.5,4.5,9.3,48.3,1.1,3.2,35.8,1.5,1.9,75.8,0.8,3.3,4.1,3.4,1.5,1.1,0.6,2.4,25.1,3.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Max Strus,MIA,27,80,42,38,28.4,11.5,4.1,9.9,41.0,2.5,7.0,35.0,1.0,1.1,87.6,0.6,2.6,3.2,2.1,0.9,0.5,0.2,2.1,19.8,2.0,0.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Marcus Smart,BOS,29,61,43,18,32.1,11.5,4.1,9.9,41.5,1.9,5.6,33.6,1.4,1.9,74.6,0.8,2.4,3.1,6.3,2.3,1.5,0.4,2.8,28.0,6.0,0.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Naz Reid,MIN,23,68,32,36,18.4,11.5,4.6,8.5,53.7,1.1,3.2,34.6,1.3,1.9,67.7,1.1,3.8,4.9,1.1,1.4,0.6,0.8,2.6,21.9,4.0,0.0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
147,John Wall,LAC,32,34,15,19,22.2,11.4,4.1,10.0,40.7,1.0,3.2,30.3,2.3,3.3,68.1,0.4,2.3,2.7,5.2,2.4,0.8,0.4,1.7,23.5,1.0,0.0,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Isaiah Stewart,DET,22,50,12,38,28.3,11.3,3.9,8.8,44.2,1.3,4.1,32.7,2.2,3.0,73.8,2.3,5.8,8.1,1.4,1.4,0.4,0.7,2.7,25.0,13.0,0.0,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Quentin Grimes,NYK,23,71,41,30,29.9,11.3,4.0,8.5,46.8,2.2,5.7,38.6,1.1,1.4,79.6,0.7,2.5,3.2,2.1,1.0,0.7,0.4,2.5,20.4,0.0,0.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Rui Hachimura,LAL,25,63,38,25,23.3,11.2,4.5,9.3,48.6,0.8,2.5,31.9,1.4,1.9,73.9,0.8,3.7,4.5,0.9,0.8,0.3,0.4,1.1,19.3,2.0,0.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
